KO,Label,Entrez_hsa,Name,EC
K02842,"FZD9_10, CD349_50",8326,frizzled 9/10,"NA"
K02843,"waaF, rfaF",-1,heptosyltransferase II ,2.4.-.-
K02844,"waaG, rfaG",-1,"UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase ",2.4.1.-
K02846,solA,-1,N-methyl-L-tryptophan oxidase ,1.5.3.-
K02847,"waaL, rfaL",-1,O-antigen ligase ,2.4.1.-
K02848,"waaP, rfaP",-1,heptose I phosphotransferase ,2.7.1.-
K02849,"waaQ, rfaQ",-1,heptosyltransferase III ,2.4.-.-
K02850,"waaY, rfaY",-1,heptose II phosphotransferase ,2.7.1.-
K02851,"wecA, tagO, rfe",-1,UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase ,2.7.8.33 2.7.8.35
K02852,"wecG, rffM",-1,UDP-N-acetyl-D-mannosaminouronate:lipid I N-acetyl-D-mannosaminouronosyltransferase ,2.4.1.180
K02853,"wzyE, rffT",-1,enterobacterial common antigen polymerase ,2.4.1.-
K02854,rhaR,-1,"AraC family transcriptional regulator, L-rhamnose operon transcriptional activator RhaR","NA"
K02855,rhaS,-1,"AraC family transcriptional regulator, L-rhamnose operon regulatory protein RhaS","NA"
K02856,rhaT,-1,L-rhamnose-H+ transport protein,"NA"
K02857,RHBDL1_2_3,9028,rhomboid-related protein 1/2/3 ,3.4.21.105
K02857,RHBDL1_2_3,54933,rhomboid-related protein 1/2/3 ,3.4.21.105
K02857,RHBDL1_2_3,162494,rhomboid-related protein 1/2/3 ,3.4.21.105
K02858,"ribB, RIB3",-1,"3,4-dihydroxy 2-butanone 4-phosphate synthase ",4.1.99.12
K02859,ribT,-1,riboflavin biosynthesis RibT protein,"NA"
K02860,rimM,-1,16S rRNA processing protein RimM,"NA"
K02861,"RIPK1, RIP1",8737,receptor-interacting serine/threonine-protein kinase 1 ,2.7.11.1
K02862,ctaG,-1,putative membrane protein,"NA"
K02863,"RP-L1, MRPL1, rplA",65008,large subunit ribosomal protein L1,"NA"
K02864,"RP-L10, MRPL10, rplJ",124995,large subunit ribosomal protein L10,"NA"
K02865,"RP-L10Ae, RPL10A",4736,large subunit ribosomal protein L10Ae,"NA"
K02866,"RP-L10e, RPL10",140801,large subunit ribosomal protein L10e,"NA"
K02866,"RP-L10e, RPL10",6134,large subunit ribosomal protein L10e,"NA"
K02867,"RP-L11, MRPL11, rplK",65003,large subunit ribosomal protein L11,"NA"
K02868,"RP-L11e, RPL11",6135,large subunit ribosomal protein L11e,"NA"
K02869,"RP-L12, rpl12",-1,large subunit ribosomal protein L12,"NA"
K02870,"RP-L12e, RPL12",6136,large subunit ribosomal protein L12e,"NA"
K02871,"RP-L13, MRPL13, rplM",28998,large subunit ribosomal protein L13,"NA"
K02872,"RP-L13Ae, RPL13A",23521,large subunit ribosomal protein L13Ae,"NA"
K02873,"RP-L13e, RPL13",6137,large subunit ribosomal protein L13e,"NA"
K02874,"RP-L14, MRPL14, rplN",64928,large subunit ribosomal protein L14,"NA"
K02875,"RP-L14e, RPL14",9045,large subunit ribosomal protein L14e,"NA"
K02876,"RP-L15, MRPL15, rplO",29088,large subunit ribosomal protein L15,"NA"
K02877,"RP-L15e, RPL15",6138,large subunit ribosomal protein L15e,"NA"
K02878,"RP-L16, MRPL16, rplP",54948,large subunit ribosomal protein L16,"NA"
K02879,"RP-L17, MRPL17, rplQ",63875,large subunit ribosomal protein L17,"NA"
K02880,"RP-L17e, RPL17",6139,large subunit ribosomal protein L17e,"NA"
K02880,"RP-L17e, RPL17",100526842,large subunit ribosomal protein L17e,"NA"
K02881,"RP-L18, MRPL18, rplR",29074,large subunit ribosomal protein L18,"NA"
K02882,"RP-L18Ae, RPL18A",6142,large subunit ribosomal protein L18Ae,"NA"
K02883,"RP-L18e, RPL18",6141,large subunit ribosomal protein L18e,"NA"
K02884,"RP-L19, MRPL19, rplS",9801,large subunit ribosomal protein L19,"NA"
K02885,"RP-L19e, RPL19",6143,large subunit ribosomal protein L19e,"NA"
K02886,"RP-L2, MRPL2, rplB",51069,large subunit ribosomal protein L2,"NA"
K02887,"RP-L20, MRPL20, rplT",55052,large subunit ribosomal protein L20,"NA"
K02888,"RP-L21, MRPL21, rplU",219927,large subunit ribosomal protein L21,"NA"
K02889,"RP-L21e, RPL21",6144,large subunit ribosomal protein L21e,"NA"
K02890,"RP-L22, MRPL22, rplV",29093,large subunit ribosomal protein L22,"NA"
K02891,"RP-L22e, RPL22",200916,large subunit ribosomal protein L22e,"NA"
K02891,"RP-L22e, RPL22",6146,large subunit ribosomal protein L22e,"NA"
K02892,"RP-L23, MRPL23, rplW",6150,large subunit ribosomal protein L23,"NA"
K02893,"RP-L23Ae, RPL23A",6147,large subunit ribosomal protein L23Ae,"NA"
K02894,"RP-L23e, RPL23",9349,large subunit ribosomal protein L23e,"NA"
K02895,"RP-L24, MRPL24, rplX",79590,large subunit ribosomal protein L24,"NA"
K02896,"RP-L24e, RPL24",51187,large subunit ribosomal protein L24e,"NA"
K02896,"RP-L24e, RPL24",6152,large subunit ribosomal protein L24e,"NA"
K02897,"RP-L25, rplY",-1,large subunit ribosomal protein L25,"NA"
K02898,"RP-L26e, RPL26",6154,large subunit ribosomal protein L26e,"NA"
K02898,"RP-L26e, RPL26",51121,large subunit ribosomal protein L26e,"NA"
K02899,"RP-L27, MRPL27, rpmA",51264,large subunit ribosomal protein L27,"NA"
K02900,"RP-L27Ae, RPL27A",6157,large subunit ribosomal protein L27Ae,"NA"
K02901,"RP-L27e, RPL27",6155,large subunit ribosomal protein L27e,"NA"
K02902,"RP-L28, MRPL28, rpmB",10573,large subunit ribosomal protein L28,"NA"
K02903,"RP-L28e, RPL28",6158,large subunit ribosomal protein L28e,"NA"
K02904,"RP-L29, rpmC",-1,large subunit ribosomal protein L29,"NA"
K02905,"RP-L29e, RPL29",6159,large subunit ribosomal protein L29e,"NA"
K02906,"RP-L3, MRPL3, rplC",11222,large subunit ribosomal protein L3,"NA"
K02907,"RP-L30, MRPL30, rpmD",51263,large subunit ribosomal protein L30,"NA"
K02908,"RP-L30e, RPL30",6156,large subunit ribosomal protein L30e,"NA"
K02909,"RP-L31, rpmE",-1,large subunit ribosomal protein L31,"NA"
K02910,"RP-L31e, RPL31",6160,large subunit ribosomal protein L31e,"NA"
K02911,"RP-L32, MRPL32, rpmF",64983,large subunit ribosomal protein L32,"NA"
K02912,"RP-L32e, RPL32",6161,large subunit ribosomal protein L32e,"NA"
K02913,"RP-L33, MRPL33, rpmG",9553,large subunit ribosomal protein L33,"NA"
K02914,"RP-L34, MRPL34, rpmH",64981,large subunit ribosomal protein L34,"NA"
K02915,"RP-L34e, RPL34",6164,large subunit ribosomal protein L34e,"NA"
K02916,"RP-L35, MRPL35, rpmI",51318,large subunit ribosomal protein L35,"NA"
K02917,"RP-L35Ae, RPL35A",6165,large subunit ribosomal protein L35Ae,"NA"
K02918,"RP-L35e, RPL35",11224,large subunit ribosomal protein L35e,"NA"
K02919,"RP-L36, MRPL36, rpmJ",64979,large subunit ribosomal protein L36,"NA"
K02920,"RP-L36e, RPL36",25873,large subunit ribosomal protein L36e,"NA"
K02921,"RP-L37Ae, RPL37A",6168,large subunit ribosomal protein L37Ae,"NA"
K02922,"RP-L37e, RPL37",6167,large subunit ribosomal protein L37e,"NA"
K02923,"RP-L38e, RPL38",6169,large subunit ribosomal protein L38e,"NA"
K02924,"RP-L39e, RPL39",6170,large subunit ribosomal protein L39e,"NA"
K02925,"RP-L3e, RPL3",6123,large subunit ribosomal protein L3e,"NA"
K02925,"RP-L3e, RPL3",6122,large subunit ribosomal protein L3e,"NA"
K02926,"RP-L4, MRPL4, rplD",51073,large subunit ribosomal protein L4,"NA"
K02927,"RP-L40e, RPL40, UBA52",7311,ubiquitin-large subunit ribosomal protein L40e,"NA"
K02928,"RP-L41e, RPL41",6171,large subunit ribosomal protein L41e,"NA"
K02929,"RP-L44e, RPL44",6166,large subunit ribosomal protein L44e,"NA"
K02929,"RP-L44e, RPL44",6173,large subunit ribosomal protein L44e,"NA"
K02929,"RP-L44e, RPL44",100529097,large subunit ribosomal protein L44e,"NA"
K02930,"RP-L4e, RPL4",6124,large subunit ribosomal protein L4e,"NA"
K02931,"RP-L5, MRPL5, rplE",-1,large subunit ribosomal protein L5,"NA"
K02932,"RP-L5e, RPL5",6125,large subunit ribosomal protein L5e,"NA"
K02933,"RP-L6, MRPL6, rplF",-1,large subunit ribosomal protein L6,"NA"
K02934,"RP-L6e, RPL6",6128,large subunit ribosomal protein L6e,"NA"
K02935,"RP-L7, MRPL12, rplL",6182,large subunit ribosomal protein L7/L12,"NA"
K02936,"RP-L7Ae, RPL7A",6130,large subunit ribosomal protein L7Ae,"NA"
K02937,"RP-L7e, RPL7",6129,large subunit ribosomal protein L7e,"NA"
K02938,"RP-L8e, RPL8",6132,large subunit ribosomal protein L8e,"NA"
K02939,"RP-L9, MRPL9, rplI",65005,large subunit ribosomal protein L9,"NA"
K02940,"RP-L9e, RPL9",6133,large subunit ribosomal protein L9e,"NA"
K02941,"RP-LP0, RPLP0",6175,large subunit ribosomal protein LP0,"NA"
K02942,"RP-LP1, RPLP1",6176,large subunit ribosomal protein LP1,"NA"
K02943,"RP-LP2, RPLP2",6181,large subunit ribosomal protein LP2,"NA"
K02944,"RP-LX, rplX",-1,large subunit ribosomal protein LX,"NA"
K02945,"RP-S1, rpsA",-1,small subunit ribosomal protein S1,"NA"
K02946,"RP-S10, MRPS10, rpsJ",55173,small subunit ribosomal protein S10,"NA"
K02947,"RP-S10e, RPS10",6204,small subunit ribosomal protein S10e,"NA"
K02947,"RP-S10e, RPS10",100529239,small subunit ribosomal protein S10e,"NA"
K02948,"RP-S11, MRPS11, rpsK",64963,small subunit ribosomal protein S11,"NA"
K02949,"RP-S11e, RPS11",6205,small subunit ribosomal protein S11e,"NA"
K02950,"RP-S12, MRPS12, rpsL",6183,small subunit ribosomal protein S12,"NA"
K02951,"RP-S12e, RPS12",6206,small subunit ribosomal protein S12e,"NA"
K02952,"RP-S13, rpsM",-1,small subunit ribosomal protein S13,"NA"
K02953,"RP-S13e, RPS13",6207,small subunit ribosomal protein S13e,"NA"
K02954,"RP-S14, MRPS14, rpsN",63931,small subunit ribosomal protein S14,"NA"
K02955,"RP-S14e, RPS14",6208,small subunit ribosomal protein S14e,"NA"
K02956,"RP-S15, MRPS15, rpsO",64960,small subunit ribosomal protein S15,"NA"
K02957,"RP-S15Ae, RPS15A",6210,small subunit ribosomal protein S15Ae,"NA"
K02958,"RP-S15e, RPS15",6209,small subunit ribosomal protein S15e,"NA"
K02959,"RP-S16, MRPS16, rpsP",51021,small subunit ribosomal protein S16,"NA"
K02960,"RP-S16e, RPS16",6217,small subunit ribosomal protein S16e,"NA"
K02961,"RP-S17, MRPS17, rpsQ",51373,small subunit ribosomal protein S17,"NA"
K02962,"RP-S17e, RPS17",6218,small subunit ribosomal protein S17e,"NA"
K02963,"RP-S18, MRPS18, rpsR",51023,small subunit ribosomal protein S18,"NA"
K02963,"RP-S18, MRPS18, rpsR",55168,small subunit ribosomal protein S18,"NA"
K02964,"RP-S18e, RPS18",6222,small subunit ribosomal protein S18e,"NA"
K02965,"RP-S19, rpsS",-1,small subunit ribosomal protein S19,"NA"
K02966,"RP-S19e, RPS19",6223,small subunit ribosomal protein S19e,"NA"
K02967,"RP-S2, MRPS2, rpsB",51116,small subunit ribosomal protein S2,"NA"
K02968,"RP-S20, rpsT",-1,small subunit ribosomal protein S20,"NA"
K02969,"RP-S20e, RPS20",6224,small subunit ribosomal protein S20e,"NA"
K02970,"RP-S21, MRPS21, rpsU",54460,small subunit ribosomal protein S21,"NA"
K02971,"RP-S21e, RPS21",6227,small subunit ribosomal protein S21e,"NA"
K02972,sra,-1,stationary-phase-induced ribosome-associated protein,"NA"
K02973,"RP-S23e, RPS23",6228,small subunit ribosomal protein S23e,"NA"
K02974,"RP-S24e, RPS24",6229,small subunit ribosomal protein S24e,"NA"
K02975,"RP-S25e, RPS25",6230,small subunit ribosomal protein S25e,"NA"
K02976,"RP-S26e, RPS26",6231,small subunit ribosomal protein S26e,"NA"
K02977,"RP-S27Ae, RPS27A, UBA80",6233,ubiquitin-small subunit ribosomal protein S27Ae,"NA"
K02978,"RP-S27e, RPS27",6232,small subunit ribosomal protein S27e,"NA"
K02978,"RP-S27e, RPS27",51065,small subunit ribosomal protein S27e,"NA"
K02979,"RP-S28e, RPS28",6234,small subunit ribosomal protein S28e,"NA"
K02980,"RP-S29e, RPS29",6235,small subunit ribosomal protein S29e,"NA"
K02981,"RP-S2e, RPS2",6187,small subunit ribosomal protein S2e,"NA"
K02982,"RP-S3, rpsC",-1,small subunit ribosomal protein S3,"NA"
K02983,"RP-S30e, RPS30",2197,small subunit ribosomal protein S30e,"NA"
K02984,"RP-S3Ae, RPS3A",6189,small subunit ribosomal protein S3Ae,"NA"
K02985,"RP-S3e, RPS3",6188,small subunit ribosomal protein S3e,"NA"
K02986,"RP-S4, rpsD",-1,small subunit ribosomal protein S4,"NA"
K02987,"RP-S4e, RPS4",6192,small subunit ribosomal protein S4e,"NA"
K02987,"RP-S4e, RPS4",6191,small subunit ribosomal protein S4e,"NA"
K02987,"RP-S4e, RPS4",140032,small subunit ribosomal protein S4e,"NA"
K02988,"RP-S5, MRPS5, rpsE",64969,small subunit ribosomal protein S5,"NA"
K02989,"RP-S5e, RPS5",6193,small subunit ribosomal protein S5e,"NA"
K02990,"RP-S6, MRPS6, rpsF",64968,small subunit ribosomal protein S6,"NA"
K02991,"RP-S6e, RPS6",6194,small subunit ribosomal protein S6e,"NA"
K02992,"RP-S7, MRPS7, rpsG",51081,small subunit ribosomal protein S7,"NA"
K02993,"RP-S7e, RPS7",6201,small subunit ribosomal protein S7e,"NA"
K02994,"RP-S8, rpsH",-1,small subunit ribosomal protein S8,"NA"
K02995,"RP-S8e, RPS8",6202,small subunit ribosomal protein S8e,"NA"
K02996,"RP-S9, MRPS9, rpsI",64965,small subunit ribosomal protein S9,"NA"
K02997,"RP-S9e, RPS9",6203,small subunit ribosomal protein S9e,"NA"
K02998,"RP-SAe, RPSA",3921,small subunit ribosomal protein SAe,"NA"
K02999,"RPA1, POLR1A",25885,DNA-directed RNA polymerase I subunit RPA1 ,2.7.7.6
K03000,"RPA12, ZNRD1",30834,DNA-directed RNA polymerase I subunit RPA12,"NA"
K03001,RPA14,-1,DNA-directed RNA polymerase I subunit RPA14,"NA"
K03002,"RPA2, POLR1B",84172,DNA-directed RNA polymerase I subunit RPA2 ,2.7.7.6
K03003,RPA34,-1,DNA-directed RNA polymerase I subunit RPA34,"NA"
K03004,RPA43,221830,DNA-directed RNA polymerase I subunit RPA43,"NA"
K03005,"RPA49, POLR1E",64425,DNA-directed RNA polymerase I subunit RPA49,"NA"
K03006,"RPB1, POLR2A",5430,DNA-directed RNA polymerase II subunit RPB1 ,2.7.7.6
K03007,"RPB10, POLR2L",5441,"DNA-directed RNA polymerases I, II, and III subunit RPABC5","NA"
K03008,"RPB11, POLR2J",5439,DNA-directed RNA polymerase II subunit RPB11,"NA"
K03008,"RPB11, POLR2J",548644,DNA-directed RNA polymerase II subunit RPB11,"NA"
K03008,"RPB11, POLR2J",246721,DNA-directed RNA polymerase II subunit RPB11,"NA"
K03009,"RPB12, POLR2K",5440,"DNA-directed RNA polymerases I, II, and III subunit RPABC4","NA"
K03010,"RPB2, POLR2B",5431,DNA-directed RNA polymerase II subunit RPB2 ,2.7.7.6
K03011,"RPB3, POLR2C",5432,DNA-directed RNA polymerase II subunit RPB3,"NA"
K03012,"RPB4, POLR2D",5433,DNA-directed RNA polymerase II subunit RPB4,"NA"
K03013,"RPB5, POLR2E",5434,"DNA-directed RNA polymerases I, II, and III subunit RPABC1","NA"
K03014,"RPB6, POLR2F",5435,"DNA-directed RNA polymerases I, II, and III subunit RPABC2","NA"
K03015,"RPB7, POLR2G",5436,DNA-directed RNA polymerase II subunit RPB7,"NA"
K03016,"RPB8, POLR2H",5437,"DNA-directed RNA polymerases I, II, and III subunit RPABC3","NA"
K03017,"RPB9, POLR2I",5438,DNA-directed RNA polymerase II subunit RPB9,"NA"
K03018,"RPC1, POLR3A",11128,DNA-directed RNA polymerase III subunit RPC1 ,2.7.7.6
K03019,"RPC11, POLR3K",51728,DNA-directed RNA polymerase III subunit RPC11,"NA"
K03020,"RPC19, POLR1D",51082,DNA-directed RNA polymerases I and III subunit RPAC2,"NA"
K03021,"RPC2, POLR3B",55703,DNA-directed RNA polymerase III subunit RPC2 ,2.7.7.6
K03022,"RPC8, POLR3H",171568,DNA-directed RNA polymerase III subunit RPC8,"NA"
K03023,"RPC3, POLR3C",10623,DNA-directed RNA polymerase III subunit RPC3,"NA"
K03024,"RPC7, POLR3G",84265,DNA-directed RNA polymerase III subunit RPC7,"NA"
K03024,"RPC7, POLR3G",10622,DNA-directed RNA polymerase III subunit RPC7,"NA"
K03025,"RPC6, POLR3F",10621,DNA-directed RNA polymerase III subunit RPC6,"NA"
K03026,"RPC4, POLR3D",661,DNA-directed RNA polymerase III subunit RPC4,"NA"
K03027,"RPC40, POLR1C",9533,DNA-directed RNA polymerases I and III subunit RPAC1,"NA"
K03028,"PSMD2, RPN1",5708,26S proteasome regulatory subunit N1,"NA"
K03029,"PSMD4, RPN10",5710,26S proteasome regulatory subunit N10,"NA"
K03030,"PSMD14, RPN11, POH1",10213,26S proteasome regulatory subunit N11,"NA"
K03031,"PSMD8, RPN12",5714,26S proteasome regulatory subunit N12,"NA"
K03032,"PSMD1, RPN2",5707,26S proteasome regulatory subunit N2,"NA"
K03033,"PSMD3, RPN3",5709,26S proteasome regulatory subunit N3,"NA"
K03034,RPN4,-1,protein RPN4,"NA"
K03035,"PSMD12, RPN5",5718,26S proteasome regulatory subunit N5,"NA"
K03036,"PSMD11, RPN6",5717,26S proteasome regulatory subunit N6,"NA"
K03037,"PSMD6, RPN7",9861,26S proteasome regulatory subunit N7,"NA"
K03038,"PSMD7, RPN8",5713,26S proteasome regulatory subunit N8,"NA"
K03039,"PSMD13, RPN9",5719,26S proteasome regulatory subunit N9,"NA"
K03040,rpoA,-1,DNA-directed RNA polymerase subunit alpha ,2.7.7.6
K03041,rpoA1,-1,DNA-directed RNA polymerase subunit A' ,2.7.7.6
K03042,rpoA2,-1,"DNA-directed RNA polymerase subunit A"" ",2.7.7.6
K03043,rpoB,-1,DNA-directed RNA polymerase subunit beta ,2.7.7.6
K03044,rpoB1,-1,DNA-directed RNA polymerase subunit B' ,2.7.7.6
K03045,rpoB2,-1,"DNA-directed RNA polymerase subunit B"" ",2.7.7.6
K03046,rpoC,-1,DNA-directed RNA polymerase subunit beta' ,2.7.7.6
K03047,rpoD,-1,DNA-directed RNA polymerase subunit D ,2.7.7.6
K03048,rpoE,-1,DNA-directed RNA polymerase subunit delta,"NA"
K03049,rpoE1,-1,DNA-directed RNA polymerase subunit E' ,2.7.7.6
K03050,rpoE2,-1,"DNA-directed RNA polymerase subunit E"" ",2.7.7.6
K03051,rpoF,-1,DNA-directed RNA polymerase subunit F ,2.7.7.6
K03052,rpoG,-1,DNA-directed RNA polymerase subunit G ,2.7.7.6
K03053,rpoH,-1,DNA-directed RNA polymerase subunit H ,2.7.7.6
K03054,rpoI,-1,DNA-directed RNA polymerase subunit I ,2.7.7.6
K03055,rpoK,-1,DNA-directed RNA polymerase subunit K ,2.7.7.6
K03056,rpoL,-1,DNA-directed RNA polymerase subunit L ,2.7.7.6
K03057,tfs,-1,transcription factor S,"NA"
K03058,rpoN,-1,DNA-directed RNA polymerase subunit N ,2.7.7.6
K03059,rpoP,-1,DNA-directed RNA polymerase subunit P ,2.7.7.6
K03060,rpoZ,-1,DNA-directed RNA polymerase subunit omega ,2.7.7.6
K03061,"PSMC2, RPT1",5701,26S proteasome regulatory subunit T1,"NA"
K03062,"PSMC1, RPT2",5700,26S proteasome regulatory subunit T2,"NA"
K03063,"PSMC4, RPT3",5704,26S proteasome regulatory subunit T3,"NA"
K03064,"PSMC6, RPT4",5706,26S proteasome regulatory subunit T4,"NA"
K03065,"PSMC3, RPT5",5702,26S proteasome regulatory subunit T5,"NA"
K03066,"PSMC5, RPT6",5705,26S proteasome regulatory subunit T6,"NA"
K03068,LRP5_6,4041,low density lipoprotein receptor-related protein 5/6,"NA"
K03068,LRP5_6,4040,low density lipoprotein receptor-related protein 5/6,"NA"
K03069,FRAT1,10023,frequently rearranged in advanced T-cell lymphomas 1,"NA"
K03070,secA,-1,preprotein translocase subunit SecA ,7.4.2.8
K03071,secB,-1,preprotein translocase subunit SecB,"NA"
K03072,secD,-1,preprotein translocase subunit SecD,"NA"
K03073,secE,-1,preprotein translocase subunit SecE,"NA"
K03074,secF,-1,preprotein translocase subunit SecF,"NA"
K03075,secG,-1,preprotein translocase subunit SecG,"NA"
K03076,secY,-1,preprotein translocase subunit SecY,"NA"
K03077,"araD, ulaF, sgaE, sgbE",-1,L-ribulose-5-phosphate 4-epimerase ,5.1.3.4
K03078,"ulaD, sgaH, sgbH",-1,3-dehydro-L-gulonate-6-phosphate decarboxylase ,4.1.1.85
K03079,"ulaE, sgaU, sgbU",-1,L-ribulose-5-phosphate 3-epimerase ,5.1.3.22
K03083,GSK3B,2932,glycogen synthase kinase 3 beta ,2.7.11.26
K03084,"SHIP1, INPP5D",3635,"phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 1 ",3.1.3.86
K03085,SIC1,-1,substrate and inhibitor of the cyclin-dependent protein kinase CDC28,"NA"
K03086,rpoD,-1,RNA polymerase primary sigma factor,"NA"
K03087,rpoS,-1,RNA polymerase nonessential primary-like sigma factor,"NA"
K03088,rpoE,-1,"RNA polymerase sigma-70 factor, ECF subfamily","NA"
K03089,rpoH,-1,RNA polymerase sigma-32 factor,"NA"
K03090,sigB,-1,RNA polymerase sigma-B factor,"NA"
K03091,sigH,-1,RNA polymerase sporulation-specific sigma factor,"NA"
K03092,rpoN,-1,RNA polymerase sigma-54 factor,"NA"
K03093,sigI,-1,RNA polymerase sigma factor,"NA"
K03094,"SKP1, CBF3D",6500,S-phase kinase-associated protein 1,"NA"
K03095,sprL,-1,SprT-like protein,"NA"
K03096,FRAT2,23401,frequently rearranged in advanced T-cell lymphomas 2,"NA"
K03097,CSNK2A,1457,casein kinase II subunit alpha ,2.7.11.1
K03097,CSNK2A,1459,casein kinase II subunit alpha ,2.7.11.1
K03097,CSNK2A,283106,casein kinase II subunit alpha ,2.7.11.1
K03098,APOD,347,apolipoprotein D and lipocalin family protein,"NA"
K03099,SOS,6654,son of sevenless,"NA"
K03099,SOS,6655,son of sevenless,"NA"
K03100,lepB,-1,signal peptidase I ,3.4.21.89
K03101,lspA,-1,signal peptidase II ,3.4.23.36
K03102,SQD,-1,squid,"NA"
K03103,MINPP1,9562,"multiple inositol-polyphosphate phosphatase / 2,3-bisphosphoglycerate 3-phosphatase ",3.1.3.62 3.1.3.80
K03104,SRP14,6727,signal recognition particle subunit SRP14,"NA"
K03105,SRP19,6728,signal recognition particle subunit SRP19,"NA"
K03106,"SRP54, ffh",6729,signal recognition particle subunit SRP54 ,3.6.5.4
K03107,SRP68,6730,signal recognition particle subunit SRP68,"NA"
K03108,SRP72,6731,signal recognition particle subunit SRP72,"NA"
K03109,SRP9,6726,signal recognition particle subunit SRP9,"NA"
K03110,ftsY,-1,fused signal recognition particle receptor,"NA"
K03111,ssb,6742,single-strand DNA-binding protein,"NA"
K03112,damX,-1,DamX protein,"NA"
K03113,"EIF1, SUI1",10289,translation initiation factor 1,"NA"
K03113,"EIF1, SUI1",10209,translation initiation factor 1,"NA"
K03114,SWE1,-1,mitosis inhibitor protein kinase SWE1 ,2.7.11.1
K03115,CSNK2B,1460,casein kinase II subunit beta,"NA"
